date (yyyy-mm-dd HH:MM:SS),hypolimnetic oxygen concentration [mg/L]
20.01.1999 12:00,11.6
01.03.1999 12:00,13.4
30.03.1999 12:00,12.3
21.04.1999 12:00,12.1
11.05.1999 12:00,10.6
18.06.1999 12:00,6.9
20.07.1999 12:00,5.7
18.08.1999 12:00,4.2
15.09.1999 12:00,2.2
05.10.1999 12:00,2.1
12.11.1999 12:00,1.3
15.12.1999 12:00,9.2
19.01.2000 12:00,11.4
21.02.2000 12:00,12.7
21.03.2000 12:00,12.4
19.04.2000 12:00,11.2
17.05.2000 12:00,8.5
26.06.2000 12:00,6.0
25.07.2000 12:00,4.5
16.08.2000 12:00,3.8
20.09.2000 12:00,2.2
09.10.2000 12:00,1.1
13.11.2000 12:00,0.5
06.12.2000 12:00,0.8
17.01.2001 12:00,8.9
20.02.2001 12:00,11.3
27.03.2001 12:00,11.7
25.04.2001 12:00,10.3
27.06.2001 12:00,4.6
25.07.2001 12:00,2.4
21.08.2001 12:00,1.5
21.09.2001 12:00,0.2
16.10.2001 12:00,0.1
21.11.2001 12:00,3.9
03.12.2001 12:00,5.3
23.01.2002 12:00,10.8
27.02.2002 12:00,12.2
27.03.2002 12:00,12.2
17.04.2002 12:00,11.5
13.05.2002 12:00,9.6
17.06.2002 12:00,7.1
22.07.2002 12:00,4.0
19.08.2002 12:00,3.1
17.09.2002 12:00,1.7
17.10.2002 12:00,0.8
20.11.2002 12:00,0.8
18.12.2002 12:00,7.8
23.01.2003 12:00,10.7
18.02.2003 12:00,11.8
20.03.2003 12:00,12.5
16.04.2003 12:00,11.8
15.05.2003 12:00,10.4
12.06.2003 12:00,7.5
01.07.2003 12:00,6.2
13.08.2003 12:00,3.7
04.09.2003 12:00,2.8
16.10.2003 12:00,1.1
13.11.2003 12:00,0.8
09.12.2003 12:00,2.9
15.01.2004 12:00,9.7
18.02.2004 12:00,11.8
18.03.2004 12:00,12.4
15.04.2004 12:00,11.8
13.05.2004 12:00,10.2
09.06.2004 12:00,8.1
08.07.2004 12:00,6.0
11.08.2004 12:00,4.0
09.09.2004 12:00,2.9
13.10.2004 12:00,1.2
11.11.2004 12:00,0.7
13.01.2005 12:00,9.9
17.02.2005 12:00,11.8
17.03.2005 12:00,12.4
13.04.2005 12:00,12.2
18.05.2005 12:00,9.8
16.06.2005 12:00,7.8
14.07.2005 12:00,5.1
10.08.2005 12:00,3.3
15.09.2005 12:00,2.2
12.10.2005 12:00,1.4
10.11.2005 12:00,0.8
07.12.2005 12:00,8.0
12.01.2006 12:00,11.2
22.02.2006 12:00,13.5
23.03.2006 12:00,13.8
12.04.2006 12:00,12.5
11.05.2006 12:00,11.0
14.06.2006 12:00,8.4
13.07.2006 12:00,6.4
16.08.2006 12:00,4.0
14.09.2006 12:00,3.2
12.10.2006 12:00,1.5
16.11.2006 12:00,0.3
13.12.2006 12:00,0.3
17.01.2007 12:00,9.0
15.02.2007 12:00,11.1
14.03.2007 12:00,11.0
12.04.2007 12:00,11.0
10.05.2007 12:00,7.8
13.06.2007 12:00,5.7
12.07.2007 12:00,3.8
09.08.2007 12:00,3.0
12.09.2007 12:00,1.2
10.10.2007 12:00,0.2
08.11.2007 12:00,3.3
13.12.2007 12:00,10.1
23.01.2008 12:00,11.4
21.02.2008 12:00,12.2
19.03.2008 12:00,13.1
17.04.2008 12:00,12.6
21.05.2008 12:00,9.5
11.06.2008 12:00,7.9
10.07.2008 12:00,5.7
07.08.2008 12:00,4.5
10.09.2008 12:00,3.0
15.10.2008 12:00,1.3
13.11.2008 12:00,0.4
10.12.2008 12:00,7.5
22.01.2009 12:00,10.8
23.02.2009 12:00,11.6
19.03.2009 12:00,13.3
08.04.2009 12:00,13.2
13.05.2009 12:00,9.9
18.06.2009 12:00,7.3
22.07.2009 12:00,6.0
19.08.2009 12:00,4.6
17.09.2009 12:00,2.9
14.10.2009 12:00,2.1
12.11.2009 12:00,1.2
09.12.2009 12:00,0.6
14.01.2010 12:00,9.2
24.02.2010 12:00,12.1
18.03.2010 12:00,13.2
14.04.2010 12:00,12.4
19.05.2010 12:00,10.0
17.06.2010 12:00,7.4
14.07.2010 12:00,5.1
18.08.2010 12:00,3.6
16.09.2010 12:00,2.6
