date (yyyy-mm-dd HH:MM:SS),hypolimnetic density [kg/m3]
19.01.2000 12:00,1000.204507513585
23.02.2000 12:00,1000.2130716100239
21.03.2000 12:00,1000.2007345933116
19.04.2000 12:00,1000.1696624796991
18.05.2000 12:00,1000.167776686178
21.06.2000 12:00,1000.1557948738767
17.07.2000 12:00,1000.1532121030358
16.08.2000 12:00,1000.151828534469
13.09.2000 12:00,1000.1495931651611
16.10.2000 12:00,1000.1475029385725
08.11.2000 12:00,1000.1343162814289
06.12.2000 12:00,1000.1113953259733
17.01.2001 12:00,1000.1732177412317
21.02.2001 12:00,1000.1933864712774
23.03.2001 12:00,1000.167737657573
25.04.2001 12:00,1000.1301047201599
29.06.2001 12:00,1000.1145392164041
25.07.2001 12:00,1000.10812984133
16.08.2001 12:00,1000.1054098930026
19.09.2001 12:00,1000.1028071491564
17.10.2001 12:00,1000.0893836698309
21.11.2001 12:00,1000.067097222938
19.12.2001 12:00,1000.1673359549823
16.01.2002 12:00,1000.2113798971814
13.02.2002 12:00,1000.2052372164801
27.03.2002 12:00,1000.1805062849656
17.04.2002 12:00,1000.1583000856238
13.05.2002 12:00,1000.1427685987221
18.06.2002 12:00,1000.1375920824248
23.07.2002 12:00,1000.1330806532775
20.08.2002 12:00,1000.1319506261623
16.09.2002 12:00,1000.1237822551802
16.10.2002 12:00,1000.1241610777388
20.11.2002 12:00,1000.0702235697482
18.12.2002 12:00,1000.1031660889261
23.01.2003 12:00,1000.1949831687459
18.02.2003 12:00,1000.2210375226784
20.03.2003 12:00,1000.2170352332687
16.04.2003 12:00,1000.192104995052
14.05.2003 12:00,1000.1871305045015
12.06.2003 12:00,1000.1798541185839
09.07.2003 12:00,1000.1786076727528
13.08.2003 12:00,1000.1762111821386
10.09.2003 12:00,1000.1749629941546
15.10.2003 12:00,1000.1663224975922
12.11.2003 12:00,1000.1411992956041
09.12.2003 12:00,1000.1281346765643
14.01.2004 12:00,1000.1750411532655
18.02.2004 12:00,1000.2041014725115
17.03.2004 12:00,1000.2175995759638
15.04.2004 12:00,1000.1855133588608
12.05.2004 12:00,1000.1633930225894
09.06.2004 12:00,1000.1482354069933
07.07.2004 12:00,1000.1491023122273
11.08.2004 12:00,1000.1371721685915
08.09.2004 12:00,1000.136296550049
13.10.2004 12:00,1000.1343012584082
10.11.2004 12:00,1000.125136959836
08.12.2004 12:00,1000.103647989979
13.01.2005 12:00,1000.1741669290619
16.02.2005 12:00,1000.2139891707795
16.03.2005 12:00,1000.2241530210437
13.04.2005 12:00,1000.2018356128019
18.05.2005 12:00,1000.1983848995834
15.06.2005 12:00,1000.1897110708188
13.07.2005 12:00,1000.185295460008
10.08.2005 12:00,1000.1836269519085
14.09.2005 12:00,1000.1813470412663
12.10.2005 12:00,1000.1780213405519
09.11.2005 12:00,1000.176022901335
07.12.2005 12:00,1000.1267283823879
11.01.2006 12:00,1000.2079532537279
22.02.2006 12:00,1000.2165804165147
22.03.2006 12:00,1000.2238022089839
18.04.2006 12:00,1000.2058535188312
11.05.2006 12:00,1000.1994823110032
14.06.2006 12:00,1000.1852385724142
12.07.2006 12:00,1000.1894854121402
16.08.2006 12:00,1000.1879567468975
13.09.2006 12:00,1000.1810176849643
11.10.2006 12:00,1000.1760520431266
15.11.2006 12:00,1000.1664407465233
13.12.2006 12:00,1000.1547540920187
17.01.2007 12:00,1000.1467751046545
14.02.2007 12:00,1000.1838858854925
14.03.2007 12:00,1000.1665853928174
12.04.2007 12:00,1000.1488438175307
10.05.2007 12:00,1000.1443324088339
13.06.2007 12:00,1000.1378068883074
11.07.2007 12:00,1000.1323285799019
08.08.2007 12:00,1000.1266510465739
12.09.2007 12:00,1000.1132391161749
10.10.2007 12:00,1000.1181341112689
07.11.2007 12:00,1000.0927224644358
12.12.2007 12:00,1000.1124394834627
23.01.2008 12:00,1000.200949955372
20.02.2008 12:00,1000.2160760118485
19.03.2008 12:00,1000.1886516265654
16.04.2008 12:00,1000.1799053710528
21.05.2008 12:00,1000.1514260432375
11.06.2008 12:00,1000.1547146004663
09.07.2008 12:00,1000.15943722952
06.08.2008 12:00,1000.1574909274482
10.09.2008 12:00,1000.1519402725253
13.10.2008 12:00,1000.1458468021922
12.11.2008 12:00,1000.1449973458549
10.12.2008 12:00,1000.1144583423893
21.01.2009 12:00,1000.220354586949
23.02.2009 12:00,1000.2308777794244
18.03.2009 12:00,1000.2339136637277
08.04.2009 12:00,1000.2145437295676
13.05.2009 12:00,1000.2111695377172
17.06.2009 12:00,1000.2035416120445
22.07.2009 12:00,1000.200349317855
19.08.2009 12:00,1000.2019767370135
16.09.2009 12:00,1000.1968490515654
14.10.2009 12:00,1000.1952086351076
11.11.2009 12:00,1000.1916925485681
09.12.2009 12:00,1000.1691130129063
13.01.2010 12:00,1000.2056177768155
24.02.2010 12:00,1000.2224459608238
17.03.2010 12:00,1000.2301061096477
14.04.2010 12:00,1000.2042652123223
19.05.2010 12:00,1000.1951186786966
16.06.2010 12:00,1000.192985049787
14.07.2010 12:00,1000.1888730257073
18.08.2010 12:00,1000.1812310369371
15.09.2010 12:00,1000.1796912678974
20.10.2010 12:00,1000.1827721703971
17.11.2010 12:00,1000.1568336333571
15.12.2010 12:00,1000.151522424232
12.01.2011 12:00,1000.207588545193
16.02.2011 12:00,1000.22157556778
16.03.2011 12:00,1000.2194679251319
20.04.2011 12:00,1000.211950464703
18.05.2011 12:00,1000.2104022299415
16.06.2011 12:00,1000.2093900365039
13.07.2011 12:00,1000.2085350550313
17.08.2011 12:00,1000.2063645032727
14.09.2011 12:00,1000.2021739605095
11.10.2011 12:00,1000.2034085068337
16.11.2011 12:00,1000.201286437607
14.12.2011 12:00,1000.1420023640645
18.01.2012 12:00,1000.1899567182045
22.02.2012 12:00,1000.2137262461839
14.03.2012 12:00,1000.2221802779779
12.04.2012 12:00,1000.2196757705852
09.05.2012 12:00,1000.1899675873964
13.06.2012 12:00,1000.1758719988027
11.07.2012 12:00,1000.1650461708923
15.08.2012 12:00,1000.1647476029158
12.09.2012 12:00,1000.1607290012346
17.10.2012 12:00,1000.1586807737821
14.11.2012 12:00,1000.134867948169
12.12.2012 12:00,1000.138333686818
23.01.2013 12:00,1000.2061075806107
20.02.2013 12:00,1000.2297620436832
20.03.2013 12:00,1000.2297374316058
17.04.2013 12:00,1000.2136917261763
15.05.2013 12:00,1000.2089075944104
12.06.2013 12:00,1000.2025523659759
17.07.2013 12:00,1000.1996912769441
21.08.2013 12:00,1000.1934969306957
18.09.2013 12:00,1000.1892743025215
16.10.2013 12:00,1000.1894926863334
20.11.2013 12:00,1000.1320685444383
11.12.2013 12:00,1000.149445911829
22.01.2014 12:00,1000.1926663624348
19.02.2014 12:00,1000.2126303090366
12.03.2014 12:00,1000.2040446380632
16.04.2014 12:00,1000.19787265844
14.05.2014 12:00,1000.184326808414
18.06.2014 12:00,1000.1769573646442
16.07.2014 12:00,1000.1743425579526
20.08.2014 12:00,1000.1578646829888
17.09.2014 12:00,1000.1568688442527
15.10.2014 12:00,1000.1559413234681
12.11.2014 12:00,1000.1509105732075
10.12.2014 12:00,1000.1331239536302
14.01.2015 12:00,1000.1538541254931
11.02.2015 12:00,1000.2280965962514
11.03.2015 12:00,1000.2298282596423
09.04.2015 12:00,1000.1813268218035
20.05.2015 12:00,1000.1672680179095
17.06.2015 12:00,1000.1591129953717
15.07.2015 12:00,1000.1580040725731
12.08.2015 12:00,1000.1496375870139
09.09.2015 12:00,1000.1455407951353
14.10.2015 12:00,1000.1398424283707
18.11.2015 12:00,1000.1453290437088
