date (yyyy-mm-dd HH:MM:SS),thermocline depth [m]
21.04.1999 12:00,2.6
11.05.1999 12:00,6.6
18.06.1999 12:00,7.9
20.07.1999 12:00,9.6
18.08.1999 12:00,10.2
15.09.1999 12:00,11.0
05.10.1999 12:00,13.9
12.11.1999 12:00,19.5
21.03.2000 12:00,1.9
19.04.2000 12:00,1.8
17.05.2000 12:00,5.7
26.06.2000 12:00,7.4
25.07.2000 12:00,10.0
16.08.2000 12:00,4.0
20.09.2000 12:00,10.0
09.10.2000 12:00,11.5
13.11.2000 12:00,18.5
06.12.2000 12:00,22.6
25.04.2001 12:00,7.5
27.06.2001 12:00,5.9
25.07.2001 12:00,9.3
21.08.2001 12:00,8.4
21.09.2001 12:00,12.6
16.10.2001 12:00,14.5
17.04.2002 12:00,1.8
13.05.2002 12:00,1.8
17.06.2002 12:00,5.8
22.07.2002 12:00,8.6
19.08.2002 12:00,9.5
17.09.2002 12:00,11.5
17.10.2002 12:00,12.5
20.11.2002 12:00,21.6
16.04.2003 12:00,1.7
15.05.2003 12:00,5.1
12.06.2003 12:00,4.5
01.07.2003 12:00,7.4
13.08.2003 12:00,7.8
04.09.2003 12:00,9.4
16.10.2003 12:00,14.5
13.11.2003 12:00,20.7
18.03.2004 12:00,1.1
15.04.2004 12:00,1.8
13.05.2004 12:00,3.4
09.06.2004 12:00,1.9
08.07.2004 12:00,9.6
11.08.2004 12:00,8.7
09.09.2004 12:00,12.0
13.10.2004 12:00,12.9
11.11.2004 12:00,18.8
13.04.2005 12:00,1.8
18.05.2005 12:00,8.5
16.06.2005 12:00,6.9
14.07.2005 12:00,9.6
10.08.2005 12:00,8.6
15.09.2005 12:00,11.1
12.10.2005 12:00,13.6
10.11.2005 12:00,14.5
11.05.2006 12:00,7.5
14.06.2006 12:00,2.4
13.07.2006 12:00,5.3
16.08.2006 12:00,9.4
14.09.2006 12:00,11.2
12.10.2006 12:00,12.6
16.11.2006 12:00,17.6
13.12.2006 12:00,19.8
14.03.2007 12:00,5.4
12.04.2007 12:00,2.6
10.05.2007 12:00,7.6
13.06.2007 12:00,6.4
12.07.2007 12:00,12.5
09.08.2007 12:00,7.6
12.09.2007 12:00,13.5
10.10.2007 12:00,14.4
08.11.2007 12:00,27.0
17.04.2008 12:00,20.0
21.05.2008 12:00,7.4
11.06.2008 12:00,6.6
10.07.2008 12:00,7.5
07.08.2008 12:00,7.1
10.09.2008 12:00,9.4
15.10.2008 12:00,16.0
13.11.2008 12:00,17.6
08.04.2009 12:00,1.8
13.05.2009 12:00,5.3
18.06.2009 12:00,10.5
22.07.2009 12:00,9.5
19.08.2009 12:00,9.5
17.09.2009 12:00,12.5
14.10.2009 12:00,14.5
12.11.2009 12:00,17.5
09.12.2009 12:00,19.5
14.04.2010 12:00,2.5
19.05.2010 12:00,8.8
17.06.2010 12:00,6.7
14.07.2010 12:00,6.1
18.08.2010 12:00,9.4
16.09.2010 12:00,12.1
20.10.2010 12:00,15.5
18.11.2010 12:00,21.1
17.03.2011 12:00,3.6
20.04.2011 12:00,2.8
18.05.2011 12:00,6.2
17.06.2011 12:00,10.2
13.07.2011 12:00,8.1
22.08.2011 12:00,9.7
15.09.2011 12:00,10.7
11.10.2011 12:00,12.6
17.11.2011 12:00,15.6
12.04.2012 12:00,11.6
09.05.2012 12:00,5.5
14.06.2012 12:00,9.0
11.07.2012 12:00,7.5
16.08.2012 12:00,9.6
13.09.2012 12:00,11.5
17.10.2012 12:00,14.9
15.11.2012 12:00,21.4
17.04.2013 12:00,1.9
15.05.2013 12:00,3.2
13.06.2013 12:00,4.4
17.07.2013 12:00,7.6
21.08.2013 12:00,8.0
18.09.2013 12:00,13.1
17.10.2013 12:00,13.8
21.11.2013 12:00,24.1
12.03.2014 12:00,1.8
16.04.2014 12:00,14.0
14.05.2014 12:00,12.9
18.06.2014 12:00,10.2
16.07.2014 12:00,10.2
20.08.2014 12:00,11.4
18.09.2014 12:00,12.5
16.10.2014 12:00,13.3
12.11.2014 12:00,16.1
10.12.2014 12:00,21.6
11.03.2015 12:00,4.6
09.04.2015 12:00,1.7
20.05.2015 12:00,7.4
18.06.2015 12:00,8.9
15.07.2015 12:00,7.3
12.08.2015 12:00,10.1
10.09.2015 12:00,11.7
15.10.2015 12:00,15.6
18.11.2015 12:00,18.4
16.12.2015 12:00,28.8
13.04.2016 12:00,4.4
11.05.2016 12:00,2.9
09.06.2016 12:00,3.7
06.07.2016 12:00,4.5
10.08.2016 12:00,8.1
08.09.2016 12:00,10.5
13.10.2016 12:00,13.6
09.11.2016 12:00,17.5
15.03.2017 12:00,4.1
12.04.2017 12:00,4.2
18.05.2017 12:00,2.6
14.06.2017 12:00,4.0
13.07.2017 12:00,8.1
16.08.2017 12:00,10.5
26.09.2017 12:00,12.6
12.10.2017 12:00,13.5
08.11.2017 12:00,17.6
11.04.2018 12:00,9.5
16.05.2018 12:00,6.6
13.06.2018 12:00,6.5
11.07.2018 12:00,9.1
16.08.2018 12:00,8.6
13.09.2018 12:00,10.5
11.10.2018 12:00,13.6
07.11.2018 12:00,17.6
12.12.2018 12:00,32.6
11.04.2019 12:00,17.1
16.05.2019 12:00,26.5
19.06.2019 12:00,8.0
17.07.2019 12:00,8.7
14.08.2019 12:00,8.6
12.09.2019 12:00,10.5
10.10.2019 12:00,14.6
13.11.2019 12:00,17.3
09.04.2020 12:00,2.5
13.05.2020 12:00,12.6
16.06.2020 12:00,14.3
15.07.2020 12:00,8.6
12.08.2020 12:00,11.2
10.09.2020 12:00,10.9
15.10.2020 12:00,15.6
11.11.2020 12:00,18.6
10.03.2021 12:00,1.8
15.04.2021 12:00,26.5
12.05.2021 12:00,6.1
16.06.2021 12:00,4.4
14.07.2021 12:00,6.6
11.08.2021 12:00,1.7
