date,depth,salinity [g kg-1]
16.01.1974 12:00,0.0,0.228
16.01.1974 12:00,5.0,0.241
16.01.1974 12:00,10.0,0.243
16.01.1974 12:00,15.0,0.247
16.01.1974 12:00,20.0,0.247
16.01.1974 12:00,30.0,0.25
16.01.1974 12:00,40.0,0.247
16.01.1974 12:00,46.0,0.254
11.03.1974 12:00,0.0,0.237
11.03.1974 12:00,5.0,0.242
11.03.1974 12:00,10.0,0.242
11.03.1974 12:00,15.0,0.243
11.03.1974 12:00,20.0,0.249
11.03.1974 12:00,30.0,0.258
11.03.1974 12:00,40.0,0.257
11.03.1974 12:00,46.0,0.26
03.04.1974 12:00,0.0,0.212
03.04.1974 12:00,5.0,0.228
03.04.1974 12:00,10.0,0.235
03.04.1974 12:00,15.0,0.234
03.04.1974 12:00,20.0,0.239
03.04.1974 12:00,30.0,0.249
03.04.1974 12:00,40.0,0.255
03.04.1974 12:00,46.0,0.255
06.05.1974 12:00,0.0,0.238
06.05.1974 12:00,5.0,0.234
06.05.1974 12:00,10.0,0.238
06.05.1974 12:00,15.0,0.231
06.05.1974 12:00,20.0,0.231
06.05.1974 12:00,30.0,0.248
06.05.1974 12:00,40.0,0.247
06.05.1974 12:00,46.0,0.247
29.05.1974 12:00,0.0,0.232
29.05.1974 12:00,5.0,0.231
29.05.1974 12:00,10.0,0.23
29.05.1974 12:00,15.0,0.244
29.05.1974 12:00,20.0,0.247
29.05.1974 12:00,30.0,0.256
29.05.1974 12:00,40.0,0.249
29.05.1974 12:00,46.0,0.256
24.06.1974 12:00,0.0,0.212
24.06.1974 12:00,5.0,0.212
24.06.1974 12:00,10.0,0.222
24.06.1974 12:00,15.0,0.223
24.06.1974 12:00,20.0,0.227
24.06.1974 12:00,30.0,0.246
24.06.1974 12:00,40.0,0.246
24.06.1974 12:00,46.0,0.248
11.07.1974 12:00,0.0,0.214
11.07.1974 12:00,5.0,0.214
11.07.1974 12:00,10.0,0.214
11.07.1974 12:00,15.0,0.223
11.07.1974 12:00,20.0,0.239
11.07.1974 12:00,30.0,0.247
11.07.1974 12:00,40.0,0.247
11.07.1974 12:00,46.0,0.25
12.08.1974 12:00,0.0,0.199
12.08.1974 12:00,5.0,0.199
12.08.1974 12:00,10.0,0.207
12.08.1974 12:00,15.0,0.212
12.08.1974 12:00,20.0,0.217
12.08.1974 12:00,30.0,0.234
12.08.1974 12:00,40.0,0.241
12.08.1974 12:00,46.0,0.242
02.09.1974 12:00,0.0,0.199
02.09.1974 12:00,5.0,0.202
02.09.1974 12:00,10.0,0.199
02.09.1974 12:00,15.0,0.221
02.09.1974 12:00,20.0,0.225
02.09.1974 12:00,30.0,0.245
02.09.1974 12:00,40.0,0.244
02.09.1974 12:00,46.0,0.245
01.10.1974 12:00,0.0,0.212
01.10.1974 12:00,5.0,0.212
01.10.1974 12:00,10.0,0.213
01.10.1974 12:00,15.0,0.212
01.10.1974 12:00,20.0,0.221
01.10.1974 12:00,30.0,0.235
01.10.1974 12:00,40.0,0.239
01.10.1974 12:00,44.0,0.239
30.10.1974 12:00,0.0,0.232
30.10.1974 12:00,5.0,0.234
30.10.1974 12:00,10.0,0.235
30.10.1974 12:00,15.0,0.234
30.10.1974 12:00,20.0,0.237
30.10.1974 12:00,30.0,0.237
30.10.1974 12:00,40.0,0.235
30.10.1974 12:00,46.0,0.236
27.11.1974 12:00,0.0,0.236
27.11.1974 12:00,5.0,0.239
27.11.1974 12:00,10.0,0.24
27.11.1974 12:00,15.0,0.242
27.11.1974 12:00,20.0,0.239
27.11.1974 12:00,30.0,0.24
27.11.1974 12:00,40.0,0.24
27.11.1974 12:00,44.0,0.238
16.12.1974 12:00,0.0,0.244
16.12.1974 12:00,5.0,0.242
16.12.1974 12:00,10.0,0.247
16.12.1974 12:00,15.0,0.247
16.12.1974 12:00,20.0,0.247
16.12.1974 12:00,30.0,0.248
16.12.1974 12:00,40.0,0.249
16.12.1974 12:00,46.0,0.247
20.01.1975 12:00,0.0,0.247
20.01.1975 12:00,5.0,0.249
20.01.1975 12:00,10.0,0.247
20.01.1975 12:00,15.0,0.25
