date (yyyy-mm-dd HH:MM:SS),surface oxygen concentration [mg/L]
21.01.1987 12:00,8.2
19.02.1987 12:00,8.8
18.03.1987 12:00,8.6
16.04.1987 12:00,12.8
14.05.1987 12:00,14.8
23.06.1987 12:00,13.9
16.07.1987 12:00,10.4
20.08.1987 12:00,10.6
17.09.1987 12:00,14.2
15.10.1987 12:00,8.0
12.11.1987 12:00,8.9
10.12.1987 12:00,7.8
21.01.1988 12:00,8.0
18.02.1988 12:00,8.3
17.03.1988 12:00,12.6
14.04.1988 12:00,13.6
19.05.1988 12:00,12.4
16.06.1988 12:00,13.8
14.07.1988 12:00,9.0
18.08.1988 12:00,11.0
15.09.1988 12:00,9.8
13.10.1988 12:00,7.2
10.11.1988 12:00,6.8
21.12.1988 12:00,8.4
24.01.1989 12:00,8.0
21.02.1989 12:00,8.4
21.03.1989 12:00,11.6
31.03.1989 12:00,14.2
18.04.1989 12:00,13.4
28.04.1989 12:00,13.2
17.05.1989 12:00,10.3
26.05.1989 12:00,10.0
13.06.1989 12:00,11.0
26.06.1989 12:00,10.4
18.07.1989 12:00,9.3
16.08.1989 12:00,9.2
19.09.1989 12:00,10.1
17.10.1989 12:00,8.5
14.11.1989 12:00,8.6
19.12.1989 12:00,9.6
23.01.1990 12:00,8.6
27.02.1990 12:00,11.0
27.03.1990 12:00,12.5
24.04.1990 12:00,12.6
22.05.1990 12:00,11.7
26.06.1990 12:00,11.8
27.07.1990 12:00,9.6
04.09.1990 12:00,9.1
26.09.1990 12:00,8.0
18.10.1990 12:00,7.8
19.11.1990 12:00,7.6
18.12.1990 12:00,8.3
31.01.1991 12:00,7.8
21.02.1991 12:00,7.4
21.03.1991 12:00,14.0
23.04.1991 12:00,14.0
21.05.1991 12:00,12.1
18.06.1991 12:00,9.2
23.07.1991 12:00,9.7
27.08.1991 12:00,9.2
11.09.1991 12:00,8.8
09.10.1991 12:00,7.8
06.11.1991 12:00,7.6
04.12.1991 12:00,8.4
27.02.1992 12:00,9.1
10.03.1992 12:00,9.2
17.03.1992 12:00,11.3
15.04.1992 12:00,12.4
14.05.1992 12:00,11.0
10.06.1992 12:00,9.6
08.07.1992 12:00,9.8
05.08.1992 12:00,9.1
06.08.1992 12:00,9.1
09.09.1992 12:00,8.3
07.10.1992 12:00,9.0
