date,temp_sensor,pH_sensor,ec_sensor,O2C_sensor
1981-01-01,2.7,7.87,363.9,11.18
1981-01-02,3.3,7.92,424.1,11.02
1981-01-03,3.9,7.9,363.8,10.96
1981-01-04,4.3,7.89,378.7,10.6
1981-01-05,3.8,7.89,383.3,10.52
1981-01-06,3.4,7.89,319.6,10.91
1981-01-07,3.1,7.89,304.5,11.09
1981-01-08,2.9,7.87,266.6,11.33
1981-01-09,2.5,7.85,269.1,11.3
1981-01-10,2.7,7.86,291.1,11.09
1981-01-11,3.4,7.92,356.0,10.89
1981-01-12,3.3,7.93,355.3,10.91
1981-01-13,3.5,7.87,262.7,10.89
1981-01-14,3.4,7.84,249.7,10.92
1981-01-15,3.5,7.81,256.1,10.67
1981-01-16,3.4,7.86,250.4,10.87
1981-01-17,3.6,7.87,263.6,10.97
1981-01-18,3.9,7.89,330.1,10.77
1981-01-19,4.1,7.91,344.7,10.81
1981-01-20,4.1,7.83,265.9,10.94
1981-01-21,3.7,7.83,258.1,11.22
1981-01-22,3.3,7.84,254.8,11.37
1981-01-23,3.0,7.85,251.1,11.27
1981-01-24,2.8,7.87,279.3,11.24
1981-01-25,2.8,7.92,335.8,11.16
1981-01-26,3.2,7.96,347.9,11.18
1981-01-27,3.5,7.9,255.8,11.37
1981-01-28,3.2,7.9,247.6,11.47
1981-01-29,3.1,7.87,235.1,11.36
1981-01-30,3.1,7.82,232.6,11.03
1981-01-31,3.1,7.81,250.4,10.98
1981-02-01,3.2,7.82,333.0,10.79
1981-02-02,3.0,7.84,342.6,10.68
1981-02-03,3.6,7.8,242.6,10.74
1981-02-04,4.3,7.77,236.4,10.33
1981-02-05,4.2,7.8,243.1,10.31
1981-02-06,4.1,7.8,241.8,10.48
1981-02-07,4.5,7.82,263.7,10.55
1981-02-08,5.1,7.89,343.8,10.45
1981-02-09,5.1,7.85,364.4,10.08
1981-02-10,4.3,7.79,257.4,10.34
1981-02-11,4.2,7.82,247.6,10.54
1981-02-12,4.0,7.77,244.8,10.45
1981-02-13,3.5,7.79,248.7,10.5
1981-02-14,3.3,7.81,266.5,10.57
1981-02-15,3.3,7.87,335.7,10.54
1981-02-16,3.2,7.83,344.9,10.36
1981-02-17,3.4,7.73,236.5,10.42
1981-02-18,3.8,7.75,230.4,10.42
1981-02-19,3.8,7.76,232.4,10.41
1981-02-20,3.5,7.76,228.2,10.44
1981-02-21,3.6,7.77,249.0,10.44
1981-02-22,3.4,7.88,313.8,10.44
1981-02-23,3.7,7.84,314.7,10.29
1981-02-24,4.1,7.77,234.6,10.41
1981-02-25,4.2,7.73,223.7,10.43
1981-02-26,4.1,7.71,226.0,10.47
1981-02-27,4.0,7.73,228.5,10.45
1981-02-28,4.1,7.75,251.6,10.24
1981-03-01,4.5,7.84,316.3,10.24
1981-03-02,5.0,7.82,337.9,9.95
1981-03-03,4.7,7.69,268.4,9.96
1981-03-04,4.4,7.7,258.6,10.13
1981-03-05,4.6,7.75,243.8,10.37
1981-03-06,4.6,7.74,247.3,10.28
1981-03-07,5.1,7.82,267.5,10.46
