date,temp_sensor,pH_sensor,ec_sensor,O2C_sensor
1981-01-01,4.9,7.9,344.9,10.12
1981-01-02,5.0,7.92,342.7,10.19
1981-01-03,5.0,7.9,345.5,10.18
1981-01-04,5.1,7.9,344.1,10.05
1981-01-05,4.6,7.89,337.8,10.11
1981-01-06,4.5,7.88,350.6,9.83
1981-01-07,4.6,7.87,347.4,9.84
1981-01-08,4.2,7.9,347.7,9.97
1981-01-09,4.1,7.91,348.8,10.09
1981-01-10,4.4,7.91,349.2,10.09
1981-01-11,4.4,7.91,348.0,10.07
1981-01-12,4.6,7.91,351.9,10.16
1981-01-13,4.5,7.91,355.0,9.98
1981-01-14,4.3,7.93,356.6,9.98
1981-01-15,4.3,7.92,361.7,9.89
1981-01-16,4.3,7.9,364.7,9.93
1981-01-17,4.5,7.9,366.0,9.94
1981-01-18,5.0,7.85,370.9,9.82
1981-01-19,5.0,7.84,375.7,9.81
1981-01-20,4.4,7.85,381.0,9.73
1981-01-21,4.5,7.86,382.9,9.92
1981-01-22,4.3,7.85,381.7,9.83
1981-01-23,4.1,7.83,383.1,9.79
1981-01-24,4.1,7.85,384.6,9.89
1981-01-25,4.4,7.85,380.0,10.02
1981-01-26,4.7,7.85,375.7,10.15
1981-01-27,4.3,7.85,380.5,10.19
1981-01-28,4.4,7.87,379.5,10.31
1981-01-29,4.2,7.88,376.6,10.35
1981-01-30,4.1,7.85,379.0,10.17
1981-01-31,4.2,7.85,381.1,10.2
1981-02-01,4.4,7.87,383.4,10.37
1981-02-02,4.7,7.84,375.1,10.24
1981-02-03,4.3,7.89,385.8,10.43
1981-02-04,4.7,7.87,385.9,10.37
1981-02-05,4.4,7.87,382.2,10.39
1981-02-06,4.3,7.88,383.0,10.45
1981-02-07,4.9,7.88,385.9,10.52
1981-02-08,5.3,7.86,388.7,10.27
1981-02-09,5.6,7.84,383.6,10.05
1981-02-10,5.2,7.87,394.8,10.07
1981-02-11,5.1,7.88,396.0,10.25
1981-02-12,5.2,7.92,398.4,10.42
1981-02-13,4.8,7.92,391.9,10.32
1981-02-14,4.6,7.91,392.1,10.36
1981-02-15,4.8,7.94,388.9,10.63
1981-02-16,4.9,7.97,377.6,10.76
1981-02-17,4.4,7.96,383.6,10.63
1981-02-18,4.4,7.96,382.0,10.69
1981-02-19,4.2,8.0,379.9,10.98
1981-02-20,4.4,7.99,379.4,10.92
1981-02-21,4.6,7.99,377.0,10.92
1981-02-22,4.7,8.01,369.8,11.06
1981-02-23,5.0,8.03,371.5,11.28
1981-02-24,5.2,8.02,377.6,11.07
1981-02-25,5.3,8.08,377.7,11.3
1981-02-26,5.2,8.05,372.9,11.3
1981-02-27,5.1,8.05,374.8,11.28
1981-02-28,5.2,8.05,382.9,11.26
1981-03-01,6.1,8.0,370.2,11.05
1981-03-02,6.6,7.98,368.5,10.72
1981-03-03,5.3,7.97,378.7,10.71
1981-03-04,5.1,7.95,384.0,10.98
1981-03-05,5.4,7.97,391.8,10.95
1981-03-06,5.3,7.94,391.7,10.59
1981-03-07,5.5,7.91,390.5,10.76
1981-03-08,5.2,7.95,394.3,11.58
1981-03-09,5.1,7.96,372.4,12.03
1981-03-10,5.7,7.97,357.9,11.91
1981-03-11,5.9,7.96,344.5,11.88
1981-03-12,5.8,7.97,318.7,12.21
1981-03-13,5.7,7.95,307.0,12.52
1981-03-14,5.6,7.98,314.7,12.24
1981-03-15,5.5,7.99,312.3,12.15
1981-03-16,5.5,7.99,322.2,12.39
1981-03-17,5.4,8.0,329.7,11.77
1981-03-18,5.5,8.0,337.7,11.8
1981-03-19,5.5,7.99,346.3,11.74
1981-03-20,5.8,8.01,357.3,11.7
1981-03-21,6.2,8.01,360.4,11.6
1981-03-22,6.4,8.01,359.9,11.31
1981-03-23,6.6,8.02,361.9,11.7
1981-03-24,7.0,8.04,357.1,11.85
1981-03-25,7.4,8.04,343.4,11.8
1981-03-26,7.5,8.01,328.8,11.59
1981-03-27,7.3,8.03,315.7,11.82
1981-03-28,7.1,8.05,312.4,11.78
1981-03-29,7.6,8.06,305.0,11.44
1981-03-30,7.4,8.06,312.8,11.74
1981-03-31,7.3,8.04,315.7,11.69
1981-04-01,6.9,8.02,315.0,11.73
1981-04-02,7.1,8.03,308.7,11.91
1981-04-03,7.3,8.04,302.7,11.91
1981-04-04,7.7,8.06,292.7,11.88
1981-04-05,7.8,8.05,288.4,11.81
1981-04-06,7.5,8.06,297.8,11.97
1981-04-07,7.4,8.04,302.4,11.95
1981-04-08,7.8,8.05,305.9,11.79
1981-04-09,8.1,8.09,309.8,11.7
1981-04-10,8.6,8.14,305.9,11.68
1981-04-11,9.2,8.19,297.3,11.16
1981-04-12,10.0,8.21,297.4,10.95
1981-04-13,10.0,8.22,301.8,11.41
1981-04-14,10.0,8.21,300.1,11.47
1981-04-15,9.9,8.17,301.3,11.45
1981-04-16,9.7,8.16,301.7,11.29
1981-04-17,9.4,8.18,292.3,11.02
1981-04-18,8.9,8.27,284.9,10.96
1981-04-19,8.4,8.26,282.1,10.95
1981-04-20,8.2,8.21,289.7,10.99
1981-04-21,8.6,8.21,299.4,10.88
1981-04-22,9.1,8.23,302.3,10.93
1981-04-23,9.3,8.22,308.3,10.91
1981-04-24,9.4,8.21,312.4,10.81
1981-04-25,9.6,8.2,313.1,10.84
1981-04-26,9.4,8.17,310.5,10.58
1981-04-27,9.3,8.13,310.5,10.44
1981-04-28,9.2,8.08,305.8,10.29
1981-04-29,8.9,8.05,307.5,10.23
1981-04-30,9.2,8.08,306.6,10.32
1981-05-01,9.4,8.08,305.9,10.21
1981-05-02,9.6,8.1,305.4,10.34
1981-05-03,10.0,8.13,301.5,10.3
1981-05-04,9.7,8.12,303.3,10.19
1981-05-05,9.3,8.08,307.4,10.01
1981-05-06,9.6,8.1,311.5,10.3
1981-05-07,10.2,8.13,310.3,10.34
1981-05-08,10.7,8.15,311.0,10.27
1981-05-09,11.2,8.17,313.2,10.56
1981-05-10,12.2,8.21,311.9,10.69
1981-05-11,11.9,8.14,311.2,10.07
1981-05-12,12.0,8.18,307.3,10.12
1981-05-13,11.6,8.12,300.8,9.74
1981-05-14,11.5,8.19,296.2,10.04
1981-05-15,11.2,8.12,295.7,9.79
1981-05-16,11.9,8.2,292.8,10.03
1981-05-17,12.6,8.19,285.9,9.84
1981-05-18,12.6,8.19,290.9,9.84
1981-05-19,12.4,8.19,291.3,10.07
1981-05-20,12.4,8.22,292.6,10.2
1981-05-21,12.9,8.24,292.6,10.12
1981-05-22,13.2,8.21,290.9,9.73
1981-05-23,13.5,8.22,282.4,9.71
1981-05-24,13.1,8.2,274.0,9.75
1981-05-25,13.1,8.15,277.2,9.54
1981-05-26,11.4,8.01,275.7,10.38
1981-05-27,10.7,7.95,290.5,10.47
1981-05-28,10.7,7.95,290.7,10.43
1981-05-29,11.7,8.03,292.5,10.53
1981-05-30,12.4,8.05,291.3,9.78
1981-05-31,13.4,8.08,294.3,9.52
1981-06-01,13.5,8.09,297.0,9.69
1981-06-02,14.0,8.12,297.4,9.71
1981-06-03,14.8,8.11,296.1,9.7
1981-06-04,14.0,8.1,289.8,9.89
1981-06-05,12.5,8.09,290.1,10.23
1981-06-06,12.9,8.11,285.6,9.97
1981-06-07,14.3,8.17,285.0,9.47
1981-06-08,14.8,8.18,281.2,9.33
1981-06-09,14.9,8.17,275.0,9.38
1981-06-10,15.1,8.11,271.5,9.88
1981-06-11,14.2,8.05,274.4,10.01
1981-06-12,13.6,8.06,272.9,10.05
1981-06-13,15.3,8.18,266.0,8.93
1981-06-14,15.4,8.21,263.0,9.84
1981-06-15,14.4,8.17,268.5,9.94
1981-06-16,15.8,8.24,267.5,9.67
1981-06-17,15.9,8.2,269.9,9.65
1981-06-18,14.4,8.13,271.6,9.72
1981-06-19,13.0,8.09,278.8,9.86
1981-06-20,12.9,8.09,276.3,10.01
1981-06-21,13.6,8.13,269.0,9.77
1981-06-22,13.9,8.16,267.9,9.79
1981-06-23,13.4,8.08,273.3,9.63
1981-06-24,13.9,8.11,274.3,9.74
1981-06-25,14.4,8.13,277.0,9.73
1981-06-26,15.1,8.14,278.7,9.48
1981-06-27,15.5,8.16,277.3,9.33
1981-06-28,16.1,8.15,272.3,8.95
1981-06-29,16.2,8.23,270.0,9.22
1981-06-30,15.8,8.18,269.7,9.25
1981-07-01,15.1,8.17,273.5,9.55
