date (yyyy-mm-dd HH:MM:SS),bottom temperature [°C]
31.05.1957 12:00,4.6
19.06.1957 12:00,4.8
23.07.1957 12:00,4.7
19.09.1957 12:00,4.7
21.11.1957 12:00,4.8
19.03.1958 12:00,4.9
22.05.1958 12:00,4.9
18.06.1958 12:00,4.9
16.07.1958 12:00,5.0
18.09.1958 12:00,4.9
19.11.1958 12:00,4.9
18.03.1959 12:00,4.9
20.05.1959 12:00,5.0
16.06.1959 12:00,5.0
16.07.1959 12:00,5.1
20.08.1959 12:00,5.1
17.09.1959 12:00,5.1
19.11.1959 12:00,5.1
17.03.1960 12:00,5.1
19.05.1960 12:00,5.1
16.06.1960 12:00,5.1
21.07.1960 12:00,5.1
18.08.1960 12:00,5.1
22.09.1960 12:00,5.1
17.11.1960 12:00,5.2
16.03.1961 12:00,5.2
18.05.1961 12:00,5.2
15.06.1961 12:00,5.3
20.07.1961 12:00,5.4
18.08.1961 12:00,5.4
16.11.1961 12:00,5.2
23.03.1962 12:00,5.2
18.05.1962 12:00,5.3
14.06.1962 12:00,5.6
19.07.1962 12:00,5.6
30.08.1962 12:00,5.4
20.09.1962 12:00,5.5
15.11.1962 12:00,5.4
14.03.1963 12:00,4.3
20.05.1963 12:00,4.5
17.06.1963 12:00,4.6
17.07.1963 12:00,4.6
29.08.1963 12:00,4.6
19.09.1963 12:00,4.6
14.11.1963 12:00,4.6
19.03.1964 12:00,4.6
14.05.1964 12:00,4.6
18.06.1964 12:00,4.6
16.07.1964 12:00,4.7
20.08.1964 12:00,4.7
18.09.1964 12:00,4.7
19.11.1964 12:00,4.7
05.02.1965 12:00,4.7
25.05.1965 12:00,4.7
24.06.1965 12:00,4.7
22.07.1965 12:00,4.5
19.08.1965 12:00,4.7
23.09.1965 12:00,4.8
17.02.1966 12:00,4.8
13.04.1966 12:00,4.7
12.05.1966 12:00,4.9
16.06.1966 12:00,4.9
28.07.1966 12:00,5.0
18.08.1966 12:00,5.0
15.09.1966 12:00,4.9
17.11.1966 12:00,4.8
16.02.1967 12:00,4.9
16.03.1967 12:00,4.9
17.05.1967 12:00,5.9
19.06.1967 12:00,4.9
12.07.1967 12:00,4.9
17.08.1967 12:00,5.0
14.09.1967 12:00,4.8
21.11.1967 12:00,5.2
15.02.1968 12:00,4.9
19.03.1968 12:00,5.0
16.05.1968 12:00,5.0
12.06.1968 12:00,4.8
